Crime_ID,City,Latitude,Longitude,Crime_Type,Date,Year,Month,Day_of_Week,Hour,Area_Type,Safety_Score,Police_Response_Time,Status
CR004273,Ahmedabad,23.0126,72.6119,Theft,2024-12-29,2024,12,Sunday,12,Industrial,3.0,27,Resolved
CR004274,Bangalore,12.9801,77.613,Theft,2023-12-12,2023,12,Tuesday,21,Residential,4.9,34,Under Investigation
CR004275,Pune,18.5185,73.8435,Theft,2023-11-03,2023,11,Friday,21,Commercial,2.6,30,Under Investigation
CR004276,Hyderabad,17.3785,78.4588,Burglary,2024-06-09,2024,6,Sunday,17,Industrial,3.5,8,Resolved
CR004277,Hyderabad,17.3613,78.514,Domestic Violence,2024-07-24,2024,7,Wednesday,10,Industrial,2.2,25,Resolved
CR004278,Delhi,28.6357,77.2062,Domestic Violence,2023-12-21,2023,12,Thursday,13,Industrial,2.7,43,Under Investigation
CR004279,Hyderabad,17.4047,78.5358,Assault,2024-07-28,2024,7,Sunday,23,Commercial,2.5,34,Under Investigation
CR004280,Mumbai,19.1205,72.8828,Assault,2024-06-22,2024,6,Saturday,18,Industrial,4.2,43,Resolved
CR004281,Pune,18.5633,73.8287,Fraud,2024-02-07,2024,2,Wednesday,20,Residential,4.0,23,Under Investigation
CR004282,Pune,18.5405,73.8277,Domestic Violence,2025-05-20,2025,5,Tuesday,13,Commercial,4.4,36,Resolved
CR004283,Delhi,28.6438,77.2543,Theft,2024-07-14,2024,7,Sunday,15,Mixed,3.2,22,Under Investigation
CR004284,Kolkata,22.5961,88.3668,Assault,2024-10-30,2024,10,Wednesday,18,Commercial,2.2,10,Resolved
CR004285,Lucknow,26.8448,80.9852,Assault,2024-02-13,2024,2,Tuesday,15,Industrial,2.6,29,Resolved
CR004286,Bangalore,12.9641,77.5655,Fraud,2025-09-10,2025,9,Wednesday,22,Commercial,4.1,21,Resolved
CR004287,Hyderabad,17.3623,78.5253,Robbery,2025-01-02,2025,1,Thursday,15,Industrial,4.4,30,Resolved
CR004288,Pune,18.5043,73.8372,Theft,2024-04-21,2024,4,Sunday,15,Residential,4.2,31,Open
CR004289,Lucknow,26.834,80.9147,Domestic Violence,2023-12-17,2023,12,Sunday,14,Mixed,2.1,22,Resolved
CR004290,Pune,18.4721,73.8195,Assault,2025-09-26,2025,9,Friday,15,Industrial,2.4,11,Resolved
CR004291,Delhi,28.6305,77.2009,Vandalism,2024-11-12,2024,11,Tuesday,22,Mixed,2.7,19,Resolved
CR004292,Delhi,28.6214,77.2556,Domestic Violence,2024-06-30,2024,6,Sunday,19,Mixed,4.4,16,Under Investigation
CR004293,Mumbai,19.0479,72.8711,Robbery,2024-10-30,2024,10,Wednesday,14,Residential,2.8,44,Resolved
CR004294,Delhi,28.6317,77.2456,Fraud,2024-01-29,2024,1,Monday,14,Residential,4.5,12,Resolved
CR004295,Ahmedabad,23.0496,72.5934,Theft,2024-05-25,2024,5,Saturday,13,Commercial,4.0,8,Open
CR004296,Chennai,13.1104,80.2933,Vandalism,2024-10-27,2024,10,Sunday,10,Commercial,2.8,33,Resolved
CR004297,Kolkata,22.5352,88.3564,Theft,2025-03-03,2025,3,Monday,16,Industrial,4.3,23,Resolved
CR004298,Bangalore,12.958,77.6231,Assault,2024-01-10,2024,1,Wednesday,8,Mixed,3.2,23,Open
CR004299,Kolkata,22.5299,88.3476,Burglary,2024-05-24,2024,5,Friday,16,Residential,2.1,35,Under Investigation
CR004300,Bangalore,12.9277,77.5521,Robbery,2025-02-12,2025,2,Wednesday,17,Residential,4.5,28,Resolved
CR004301,Ahmedabad,23.0216,72.6045,Theft,2024-11-18,2024,11,Monday,17,Mixed,4.6,5,Open
CR004302,Kolkata,22.5867,88.3691,Theft,2024-01-20,2024,1,Saturday,20,Commercial,4.7,41,Resolved
CR004303,Chennai,13.0625,80.2423,Theft,2024-05-13,2024,5,Monday,8,Industrial,2.1,17,Resolved
CR004304,Lucknow,26.8381,80.9243,Robbery,2024-08-14,2024,8,Wednesday,16,Commercial,4.0,22,Resolved
CR004305,Hyderabad,17.357,78.5155,Theft,2025-03-06,2025,3,Thursday,14,Mixed,3.4,12,Resolved
CR004306,Pune,18.5244,73.8135,Theft,2024-08-12,2024,8,Monday,11,Residential,3.1,42,Resolved
CR004307,Mumbai,19.1122,72.9254,Domestic Violence,2024-07-11,2024,7,Thursday,14,Commercial,2.1,30,Resolved
CR004308,Lucknow,26.8411,80.9242,Assault,2025-10-12,2025,10,Sunday,5,Industrial,3.6,8,Resolved
CR004309,Ahmedabad,23.0417,72.6065,Theft,2025-07-09,2025,7,Wednesday,1,Commercial,4.4,13,Resolved
CR004310,Chennai,13.1006,80.2936,Theft,2023-12-16,2023,12,Saturday,15,Residential,3.7,12,Resolved
CR004311,Pune,18.4965,73.8961,Assault,2024-04-26,2024,4,Friday,16,Mixed,2.7,23,Resolved
CR004312,Bangalore,12.9264,77.613,Theft,2024-10-08,2024,10,Tuesday,15,Mixed,4.2,8,Under Investigation
CR004313,Delhi,28.6438,77.2218,Theft,2025-07-15,2025,7,Tuesday,15,Mixed,2.2,13,Resolved
CR004314,Hyderabad,17.3859,78.5327,Theft,2025-03-24,2025,3,Monday,16,Residential,4.7,39,Resolved
CR004315,Delhi,28.6342,77.2226,Robbery,2024-12-08,2024,12,Sunday,14,Residential,3.9,39,Resolved
CR004316,Delhi,28.5691,77.1972,Vandalism,2024-09-20,2024,9,Friday,15,Commercial,2.8,10,Resolved
CR004317,Lucknow,26.861,80.9376,Fraud,2025-10-03,2025,10,Friday,12,Mixed,3.4,7,Resolved
CR004318,Kolkata,22.589,88.351,Theft,2025-01-03,2025,1,Friday,20,Residential,2.6,7,Resolved
CR004319,Mumbai,19.1142,72.871,Burglary,2024-01-04,2024,1,Thursday,17,Mixed,3.3,10,Resolved
CR004320,Mumbai,19.0921,72.9113,Robbery,2024-05-16,2024,5,Thursday,15,Residential,3.2,15,Resolved
CR004321,Hyderabad,17.3776,78.5245,Assault,2025-08-02,2025,8,Saturday,20,Residential,4.1,13,Resolved
CR004322,Jaipur,26.9533,75.787,Theft,2024-01-15,2024,1,Monday,20,Residential,2.1,6,Resolved
CR004323,Ahmedabad,22.9965,72.6057,Vandalism,2024-01-22,2024,1,Monday,22,Residential,3.5,35,Resolved
CR004324,Kolkata,22.5268,88.3859,Theft,2024-08-05,2024,8,Monday,5,Commercial,4.8,39,Resolved
CR004325,Jaipur,26.9317,75.8176,Theft,2024-07-10,2024,7,Wednesday,8,Industrial,4.6,28,Resolved
CR004326,Pune,18.4926,73.8585,Theft,2025-06-11,2025,6,Wednesday,18,Mixed,2.7,7,Under Investigation
CR004327,Ahmedabad,23.021,72.5929,Burglary,2025-01-06,2025,1,Monday,17,Mixed,4.3,23,Resolved
CR004328,Jaipur,26.9231,75.8118,Fraud,2024-03-14,2024,3,Thursday,12,Industrial,2.1,12,Under Investigation
CR004329,Pune,18.485,73.8621,Vandalism,2024-11-03,2024,11,Sunday,20,Industrial,2.9,11,Resolved
CR004330,Pune,18.5495,73.8562,Fraud,2024-06-24,2024,6,Monday,22,Industrial,2.8,33,Under Investigation
CR004331,Chennai,13.0667,80.3115,Burglary,2024-07-02,2024,7,Tuesday,16,Residential,3.0,37,Resolved
CR004332,Jaipur,26.8633,75.7442,Domestic Violence,2025-01-12,2025,1,Sunday,14,Mixed,3.5,10,Resolved
CR004333,Delhi,28.6468,77.215,Theft,2024-10-19,2024,10,Saturday,19,Mixed,2.0,37,Resolved
CR004334,Chennai,13.1054,80.2865,Theft,2025-03-02,2025,3,Sunday,9,Commercial,2.4,21,Under Investigation
CR004335,Lucknow,26.8767,80.9497,Assault,2024-07-13,2024,7,Saturday,1,Industrial,2.3,35,Resolved
CR004336,Bangalore,12.9629,77.6301,Theft,2025-06-05,2025,6,Thursday,20,Residential,4.8,35,Under Investigation
CR004337,Delhi,28.6418,77.1813,Robbery,2025-03-17,2025,3,Monday,8,Mixed,2.3,19,Under Investigation
CR004338,Delhi,28.6419,77.2067,Robbery,2025-07-02,2025,7,Wednesday,17,Mixed,5.0,6,Under Investigation
CR004339,Pune,18.506,73.8495,Burglary,2024-07-06,2024,7,Saturday,10,Residential,4.2,28,Resolved
CR004340,Hyderabad,17.4334,78.4571,Robbery,2025-01-25,2025,1,Saturday,22,Residential,3.7,22,Under Investigation
CR004341,Ahmedabad,23.0694,72.5399,Robbery,2024-03-10,2024,3,Sunday,20,Industrial,2.9,32,Resolved
CR004342,Delhi,28.6492,77.2152,Assault,2024-02-20,2024,2,Tuesday,17,Industrial,4.5,12,Resolved
CR004343,Chennai,13.1176,80.2816,Burglary,2025-03-22,2025,3,Saturday,11,Residential,3.8,8,Resolved
CR004344,Chennai,13.0555,80.3046,Theft,2024-09-13,2024,9,Friday,5,Residential,3.7,6,Open
CR004345,Jaipur,26.8998,75.7576,Burglary,2024-02-14,2024,2,Wednesday,18,Commercial,3.1,33,Resolved
CR004346,Delhi,28.6385,77.237,Domestic Violence,2024-01-13,2024,1,Saturday,11,Residential,2.5,18,Open
CR004347,Kolkata,22.5852,88.3353,Burglary,2023-11-28,2023,11,Tuesday,15,Mixed,3.3,27,Under Investigation
CR004348,Kolkata,22.6122,88.4022,Theft,2025-09-08,2025,9,Monday,22,Industrial,4.1,23,Resolved
CR004349,Ahmedabad,23.0139,72.6136,Vandalism,2025-08-15,2025,8,Friday,16,Residential,2.4,25,Resolved
CR004350,Jaipur,26.935,75.7412,Theft,2024-02-03,2024,2,Saturday,13,Residential,3.4,35,Under Investigation
CR004351,Ahmedabad,23.0578,72.5295,Fraud,2025-06-14,2025,6,Saturday,7,Mixed,3.7,19,Under Investigation
CR004352,Mumbai,19.0817,72.9117,Fraud,2024-07-21,2024,7,Sunday,15,Industrial,4.5,30,Resolved
CR004353,Chennai,13.1111,80.2919,Fraud,2025-06-10,2025,6,Tuesday,16,Residential,4.3,44,Resolved
CR004354,Jaipur,26.9531,75.7817,Fraud,2025-09-14,2025,9,Sunday,11,Industrial,4.8,44,Under Investigation
CR004355,Delhi,28.6324,77.2063,Theft,2025-01-17,2025,1,Friday,20,Industrial,4.1,17,Under Investigation
CR004356,Bangalore,13.0114,77.6444,Domestic Violence,2024-04-03,2024,4,Wednesday,18,Mixed,2.8,43,Under Investigation
CR004357,Mumbai,19.097,72.8894,Theft,2024-07-03,2024,7,Wednesday,23,Industrial,3.8,21,Resolved
CR004358,Kolkata,22.6035,88.3544,Assault,2023-12-12,2023,12,Tuesday,13,Mixed,3.5,28,Resolved
CR004359,Pune,18.4907,73.8418,Fraud,2025-08-08,2025,8,Friday,14,Residential,4.2,25,Resolved
CR004360,Lucknow,26.8712,80.9642,Theft,2024-02-10,2024,2,Saturday,15,Commercial,2.7,35,Resolved
CR004361,Mumbai,19.0326,72.901,Robbery,2024-04-30,2024,4,Tuesday,14,Commercial,4.5,23,Resolved
CR004362,Hyderabad,17.3552,78.4368,Vandalism,2025-09-14,2025,9,Sunday,14,Mixed,2.7,28,Under Investigation
CR004363,Pune,18.5079,73.813,Theft,2025-09-01,2025,9,Monday,21,Residential,3.6,9,Resolved
CR004364,Pune,18.5482,73.813,Domestic Violence,2025-03-14,2025,3,Friday,14,Mixed,2.9,37,Under Investigation
CR004365,Mumbai,19.076,72.8359,Vandalism,2024-06-23,2024,6,Sunday,3,Commercial,3.9,9,Resolved
CR004366,Ahmedabad,23.0456,72.5942,Theft,2024-05-22,2024,5,Wednesday,13,Mixed,2.4,17,Resolved
CR004367,Pune,18.5663,73.888,Burglary,2023-10-30,2023,10,Monday,17,Mixed,3.9,24,Under Investigation
CR004368,Lucknow,26.8198,80.9331,Theft,2025-05-12,2025,5,Monday,5,Mixed,4.0,39,Resolved
CR004369,Jaipur,26.8816,75.8365,Burglary,2025-07-11,2025,7,Friday,22,Commercial,3.7,5,Open
CR004370,Jaipur,26.9268,75.7795,Domestic Violence,2024-12-23,2024,12,Monday,16,Commercial,3.0,25,Resolved
CR004371,Lucknow,26.8659,80.9905,Robbery,2024-12-10,2024,12,Tuesday,19,Industrial,3.6,42,Resolved
CR004372,Kolkata,22.6057,88.3653,Theft,2024-11-25,2024,11,Monday,14,Residential,4.0,9,Resolved
CR004373,Delhi,28.6156,77.2162,Theft,2023-12-20,2023,12,Wednesday,18,Commercial,2.1,8,Resolved
CR004374,Hyderabad,17.3421,78.4813,Theft,2025-01-23,2025,1,Thursday,12,Industrial,3.6,20,Under Investigation
CR004375,Chennai,13.108,80.2884,Theft,2024-05-30,2024,5,Thursday,15,Residential,4.9,5,Under Investigation
CR004376,Bangalore,12.931,77.5722,Assault,2023-10-31,2023,10,Tuesday,8,Mixed,3.2,21,Under Investigation
CR004377,Hyderabad,17.3661,78.4443,Assault,2024-06-22,2024,6,Saturday,17,Industrial,2.2,44,Under Investigation
CR004378,Mumbai,19.0876,72.8612,Robbery,2024-06-14,2024,6,Friday,14,Commercial,3.0,32,Resolved
CR004379,Delhi,28.582,77.2539,Fraud,2025-01-22,2025,1,Wednesday,7,Commercial,4.6,30,Resolved
CR004380,Kolkata,22.5667,88.3437,Theft,2024-07-10,2024,7,Wednesday,20,Industrial,4.3,19,Resolved
CR004381,Bangalore,12.9378,77.6203,Fraud,2024-11-19,2024,11,Tuesday,16,Mixed,2.0,33,Under Investigation
CR004382,Ahmedabad,23.04,72.5565,Burglary,2024-10-08,2024,10,Tuesday,18,Mixed,3.5,12,Under Investigation
CR004383,Pune,18.4915,73.9046,Domestic Violence,2025-05-04,2025,5,Sunday,9,Industrial,4.8,20,Resolved
CR004384,Pune,18.4848,73.8693,Robbery,2025-09-16,2025,9,Tuesday,15,Commercial,3.4,39,Resolved
CR004385,Kolkata,22.5416,88.3433,Theft,2024-12-04,2024,12,Wednesday,22,Mixed,3.5,34,Resolved
CR004386,Pune,18.4725,73.882,Domestic Violence,2024-04-11,2024,4,Thursday,20,Mixed,3.8,35,Resolved
CR004387,Kolkata,22.6171,88.3375,Assault,2024-12-04,2024,12,Wednesday,13,Commercial,3.4,28,Resolved
CR004388,Delhi,28.6435,77.2035,Robbery,2024-10-24,2024,10,Thursday,12,Mixed,2.2,17,Resolved
CR004389,Kolkata,22.5453,88.3424,Theft,2024-03-19,2024,3,Tuesday,15,Industrial,4.5,10,Resolved
CR004390,Delhi,28.6395,77.1977,Robbery,2024-12-19,2024,12,Thursday,22,Residential,2.5,41,Under Investigation
CR004391,Jaipur,26.928,75.8123,Domestic Violence,2025-09-07,2025,9,Sunday,19,Industrial,4.1,17,Resolved
CR004392,Delhi,28.6601,77.203,Vandalism,2025-06-18,2025,6,Wednesday,19,Industrial,2.7,42,Resolved
CR004393,Mumbai,19.1165,72.9071,Domestic Violence,2023-12-14,2023,12,Thursday,9,Industrial,4.0,29,Open
CR004394,Ahmedabad,22.9757,72.5469,Burglary,2025-02-23,2025,2,Sunday,16,Industrial,2.7,41,Resolved
CR004395,Ahmedabad,23.0504,72.5741,Fraud,2024-11-25,2024,11,Monday,17,Industrial,3.2,16,Resolved
CR004396,Kolkata,22.5732,88.3838,Vandalism,2023-11-30,2023,11,Thursday,14,Industrial,3.7,31,Resolved
CR004397,Delhi,28.6347,77.1928,Robbery,2025-10-05,2025,10,Sunday,17,Commercial,3.1,36,Resolved
CR004398,Lucknow,26.8541,80.9883,Fraud,2025-06-10,2025,6,Tuesday,13,Mixed,2.5,37,Resolved
CR004399,Chennai,13.113,80.272,Theft,2024-03-07,2024,3,Thursday,23,Residential,3.6,44,Resolved
CR004400,Delhi,28.5943,77.2324,Fraud,2025-04-21,2025,4,Monday,14,Mixed,4.8,29,Resolved
CR004401,Bangalore,12.9593,77.5655,Theft,2024-10-10,2024,10,Thursday,20,Industrial,2.6,11,Resolved
CR004402,Kolkata,22.6222,88.3507,Burglary,2025-02-17,2025,2,Monday,21,Residential,2.7,27,Resolved
CR004403,Hyderabad,17.3907,78.4472,Burglary,2024-03-02,2024,3,Saturday,23,Mixed,4.5,22,Under Investigation
CR004404,Lucknow,26.8797,80.9338,Assault,2025-06-05,2025,6,Thursday,17,Residential,4.2,13,Under Investigation
CR004405,Chennai,13.1168,80.2887,Robbery,2025-08-22,2025,8,Friday,18,Mixed,4.7,16,Resolved
CR004406,Delhi,28.6526,77.1698,Assault,2024-12-09,2024,12,Monday,19,Commercial,3.5,9,Resolved
CR004407,Ahmedabad,23.0016,72.5584,Assault,2024-03-20,2024,3,Wednesday,15,Residential,4.7,24,Resolved
CR004408,Bangalore,12.97,77.6106,Theft,2024-06-27,2024,6,Thursday,19,Residential,4.1,20,Under Investigation
CR004409,Jaipur,26.935,75.7647,Theft,2025-02-15,2025,2,Saturday,21,Industrial,3.8,44,Resolved
CR004410,Kolkata,22.5349,88.3613,Robbery,2024-10-07,2024,10,Monday,18,Commercial,4.9,22,Resolved
CR004411,Chennai,13.0985,80.3065,Theft,2024-12-20,2024,12,Friday,6,Residential,3.4,26,Resolved
CR004412,Delhi,28.6234,77.2204,Robbery,2025-04-01,2025,4,Tuesday,10,Commercial,4.1,39,Resolved
CR004413,Hyderabad,17.3361,78.4818,Burglary,2024-05-01,2024,5,Wednesday,15,Commercial,3.0,13,Under Investigation
CR004414,Lucknow,26.8381,80.9525,Theft,2024-02-26,2024,2,Monday,22,Industrial,3.1,37,Resolved
CR004415,Pune,18.5081,73.8336,Assault,2025-04-13,2025,4,Sunday,18,Commercial,2.4,39,Resolved
CR004416,Kolkata,22.5349,88.3234,Theft,2025-10-11,2025,10,Saturday,16,Commercial,2.3,36,Open
CR004417,Delhi,28.6131,77.1652,Robbery,2024-04-16,2024,4,Tuesday,16,Residential,4.4,31,Resolved
CR004418,Pune,18.5619,73.8128,Theft,2025-08-06,2025,8,Wednesday,13,Commercial,3.0,44,Open
CR004419,Delhi,28.5661,77.2124,Murder,2024-01-07,2024,1,Sunday,13,Commercial,3.2,44,Under Investigation
CR004420,Ahmedabad,22.9734,72.5997,Vandalism,2025-08-01,2025,8,Friday,8,Industrial,4.4,36,Resolved
CR004421,Ahmedabad,22.9784,72.5407,Theft,2024-05-03,2024,5,Friday,17,Residential,4.0,25,Resolved
CR004422,Jaipur,26.9283,75.8228,Burglary,2025-09-08,2025,9,Monday,19,Commercial,2.0,11,Resolved
CR004423,Ahmedabad,23.0375,72.552,Theft,2023-12-17,2023,12,Sunday,14,Mixed,3.3,16,Resolved
CR004424,Jaipur,26.9264,75.7563,Theft,2025-04-23,2025,4,Wednesday,19,Commercial,2.8,7,Under Investigation
CR004425,Bangalore,13.0176,77.6193,Robbery,2025-02-25,2025,2,Tuesday,14,Residential,2.7,36,Under Investigation
CR004426,Hyderabad,17.4284,78.5212,Theft,2024-05-14,2024,5,Tuesday,16,Mixed,3.4,18,Under Investigation
CR004427,Kolkata,22.534,88.4016,Assault,2025-09-07,2025,9,Sunday,13,Industrial,4.8,32,Resolved
CR004428,Lucknow,26.894,80.9237,Domestic Violence,2025-10-14,2025,10,Tuesday,17,Commercial,2.4,44,Under Investigation
CR004429,Kolkata,22.6042,88.3199,Burglary,2025-08-22,2025,8,Friday,10,Residential,3.2,20,Resolved
CR004430,Chennai,13.1017,80.2548,Theft,2024-09-01,2024,9,Sunday,14,Industrial,4.9,39,Open
CR004431,Bangalore,12.9946,77.6191,Robbery,2023-11-11,2023,11,Saturday,11,Industrial,4.7,34,Open
CR004432,Mumbai,19.0743,72.8921,Assault,2025-07-17,2025,7,Thursday,16,Industrial,4.1,37,Open
CR004433,Kolkata,22.5777,88.3628,Theft,2025-05-04,2025,5,Sunday,13,Residential,2.3,29,Under Investigation
CR004434,Chennai,13.0489,80.2994,Robbery,2025-01-25,2025,1,Saturday,21,Residential,4.8,9,Resolved
CR004435,Kolkata,22.5869,88.3434,Murder,2025-06-14,2025,6,Saturday,17,Commercial,2.7,27,Under Investigation
CR004436,Jaipur,26.8992,75.7517,Fraud,2025-06-11,2025,6,Wednesday,19,Residential,3.4,27,Under Investigation
CR004437,Delhi,28.6455,77.1648,Assault,2025-09-12,2025,9,Friday,18,Mixed,4.9,43,Resolved
CR004438,Chennai,13.0783,80.2945,Fraud,2024-12-22,2024,12,Sunday,11,Residential,4.5,18,Resolved
CR004439,Kolkata,22.5576,88.3303,Assault,2025-07-07,2025,7,Monday,23,Mixed,2.8,32,Resolved
CR004440,Pune,18.4882,73.8664,Assault,2024-01-30,2024,1,Tuesday,17,Industrial,3.4,20,Resolved
CR004441,Hyderabad,17.3821,78.477,Assault,2024-09-11,2024,9,Wednesday,21,Commercial,2.8,35,Resolved
CR004442,Pune,18.5584,73.8301,Vandalism,2024-12-18,2024,12,Wednesday,20,Industrial,3.4,43,Under Investigation
CR004443,Jaipur,26.8718,75.8141,Theft,2024-07-24,2024,7,Wednesday,18,Residential,4.8,30,Resolved
CR004444,Ahmedabad,23.0254,72.5381,Burglary,2024-06-10,2024,6,Monday,11,Mixed,2.3,24,Resolved
CR004445,Pune,18.5286,73.8443,Theft,2024-05-10,2024,5,Friday,14,Commercial,5.0,43,Under Investigation
CR004446,Hyderabad,17.3399,78.4829,Domestic Violence,2024-05-03,2024,5,Friday,9,Mixed,4.2,39,Under Investigation
CR004447,Ahmedabad,22.9752,72.6146,Burglary,2024-10-06,2024,10,Sunday,8,Commercial,2.6,36,Resolved
CR004448,Mumbai,19.0958,72.8564,Theft,2024-06-27,2024,6,Thursday,15,Commercial,3.5,42,Resolved
CR004449,Ahmedabad,22.9992,72.6085,Theft,2024-07-09,2024,7,Tuesday,4,Industrial,3.5,18,Resolved
CR004450,Kolkata,22.5246,88.3545,Domestic Violence,2025-01-14,2025,1,Tuesday,7,Commercial,3.5,32,Resolved
CR004451,Ahmedabad,23.0014,72.5456,Theft,2024-08-10,2024,8,Saturday,20,Industrial,2.6,26,Resolved
CR004452,Jaipur,26.9036,75.7483,Domestic Violence,2025-04-30,2025,4,Wednesday,18,Commercial,3.0,7,Resolved
CR004453,Pune,18.4825,73.8799,Theft,2024-05-22,2024,5,Wednesday,6,Industrial,2.9,11,Open
CR004454,Hyderabad,17.4186,78.4809,Assault,2025-01-06,2025,1,Monday,10,Industrial,3.7,30,Under Investigation
CR004455,Delhi,28.593,77.2566,Vandalism,2023-12-01,2023,12,Friday,14,Industrial,4.8,44,Resolved
CR004456,Lucknow,26.8548,80.9684,Theft,2024-06-17,2024,6,Monday,18,Mixed,3.1,42,Resolved
CR004457,Kolkata,22.554,88.3936,Theft,2024-04-12,2024,4,Friday,18,Industrial,3.9,24,Resolved
CR004458,Bangalore,12.9413,77.6018,Burglary,2025-02-21,2025,2,Friday,9,Mixed,2.7,26,Resolved
CR004459,Lucknow,26.8151,80.956,Assault,2025-08-25,2025,8,Monday,23,Mixed,2.9,35,Open
CR004460,Jaipur,26.9291,75.7862,Domestic Violence,2024-10-17,2024,10,Thursday,10,Industrial,4.8,8,Resolved
CR004461,Ahmedabad,23.029,72.5924,Theft,2024-05-17,2024,5,Friday,18,Commercial,2.2,10,Resolved
CR004462,Delhi,28.5962,77.1653,Burglary,2024-03-01,2024,3,Friday,22,Industrial,4.0,17,Resolved
CR004463,Bangalore,12.9997,77.5536,Domestic Violence,2024-03-20,2024,3,Wednesday,22,Residential,2.5,16,Under Investigation
CR004464,Ahmedabad,23.0329,72.6062,Assault,2024-06-04,2024,6,Tuesday,5,Industrial,4.9,34,Resolved
CR004465,Ahmedabad,23.0344,72.5507,Fraud,2023-11-05,2023,11,Sunday,9,Mixed,4.5,28,Resolved
CR004466,Hyderabad,17.3839,78.513,Domestic Violence,2024-02-08,2024,2,Thursday,11,Industrial,2.7,7,Resolved
CR004467,Jaipur,26.9155,75.7671,Assault,2024-04-22,2024,4,Monday,14,Mixed,3.0,6,Resolved
CR004468,Lucknow,26.8113,80.9615,Theft,2025-01-11,2025,1,Saturday,22,Mixed,3.1,9,Under Investigation
CR004469,Kolkata,22.6187,88.3961,Theft,2024-12-16,2024,12,Monday,18,Mixed,2.2,12,Open
CR004470,Ahmedabad,23.0267,72.5865,Robbery,2024-01-07,2024,1,Sunday,17,Residential,3.9,26,Resolved
CR004471,Bangalore,12.9972,77.5781,Burglary,2024-09-30,2024,9,Monday,13,Mixed,2.2,22,Resolved
CR004472,Hyderabad,17.3451,78.4437,Domestic Violence,2023-12-04,2023,12,Monday,15,Commercial,4.5,8,Resolved
CR004473,Jaipur,26.8997,75.7854,Burglary,2025-02-22,2025,2,Saturday,23,Commercial,3.1,18,Resolved
CR004474,Pune,18.5295,73.8978,Domestic Violence,2024-09-20,2024,9,Friday,9,Industrial,2.2,5,Under Investigation
CR004475,Jaipur,26.9009,75.7755,Assault,2025-05-20,2025,5,Tuesday,20,Industrial,3.1,16,Resolved
CR004476,Lucknow,26.8568,80.9936,Domestic Violence,2024-04-05,2024,4,Friday,16,Mixed,2.1,10,Under Investigation
CR004477,Delhi,28.5869,77.2147,Theft,2024-05-27,2024,5,Monday,17,Residential,2.9,19,Under Investigation
CR004478,Delhi,28.6607,77.2019,Fraud,2023-12-23,2023,12,Saturday,14,Industrial,4.8,12,Resolved
CR004479,Mumbai,19.1158,72.8981,Domestic Violence,2025-03-22,2025,3,Saturday,5,Industrial,4.6,32,Resolved
CR004480,Delhi,28.6025,77.2244,Robbery,2024-10-01,2024,10,Tuesday,5,Industrial,3.1,18,Resolved
CR004481,Ahmedabad,22.9889,72.5611,Theft,2024-04-09,2024,4,Tuesday,7,Residential,4.2,21,Resolved
CR004482,Pune,18.514,73.8356,Burglary,2024-02-06,2024,2,Tuesday,21,Mixed,2.2,19,Resolved
CR004483,Kolkata,22.5675,88.351,Domestic Violence,2024-10-07,2024,10,Monday,16,Mixed,2.4,11,Resolved
CR004484,Ahmedabad,23.0424,72.5219,Theft,2024-12-31,2024,12,Tuesday,12,Residential,2.4,14,Resolved
CR004485,Mumbai,19.1093,72.8421,Assault,2025-02-15,2025,2,Saturday,17,Mixed,3.3,19,Resolved
CR004486,Kolkata,22.5238,88.3917,Theft,2023-12-02,2023,12,Saturday,15,Mixed,3.7,8,Resolved
CR004487,Delhi,28.5998,77.2121,Burglary,2024-07-06,2024,7,Saturday,15,Residential,2.2,23,Resolved
CR004488,Bangalore,13.0013,77.6026,Robbery,2025-10-05,2025,10,Sunday,17,Commercial,4.8,39,Resolved
CR004489,Jaipur,26.9426,75.7483,Assault,2025-05-05,2025,5,Monday,19,Mixed,2.0,42,Resolved
CR004490,Chennai,13.0932,80.2785,Robbery,2025-05-22,2025,5,Thursday,17,Industrial,4.3,8,Resolved
CR004491,Bangalore,13.0134,77.6034,Assault,2023-11-01,2023,11,Wednesday,11,Mixed,3.1,27,Resolved
CR004492,Bangalore,13.006,77.6399,Theft,2024-01-16,2024,1,Tuesday,22,Commercial,2.1,6,Resolved
CR004493,Jaipur,26.8869,75.7719,Murder,2024-07-28,2024,7,Sunday,23,Industrial,2.4,6,Resolved
CR004494,Mumbai,19.0829,72.9155,Theft,2025-08-22,2025,8,Friday,8,Industrial,2.1,20,Resolved
CR004495,Bangalore,12.9666,77.6295,Theft,2025-07-20,2025,7,Sunday,13,Residential,3.7,41,Resolved
CR004496,Ahmedabad,23.0225,72.5491,Theft,2025-03-06,2025,3,Thursday,14,Residential,4.9,41,Under Investigation
CR004497,Mumbai,19.1192,72.8298,Theft,2023-12-26,2023,12,Tuesday,14,Residential,2.8,44,Resolved
CR004498,Bangalore,12.9634,77.6134,Assault,2025-02-09,2025,2,Sunday,18,Mixed,2.9,41,Open
CR004499,Delhi,28.6433,77.1842,Theft,2024-01-10,2024,1,Wednesday,10,Commercial,3.0,5,Resolved
CR004500,Hyderabad,17.4065,78.4924,Domestic Violence,2025-10-07,2025,10,Tuesday,18,Mixed,3.1,28,Resolved
CR004501,Chennai,13.101,80.3105,Domestic Violence,2024-08-19,2024,8,Monday,22,Commercial,2.1,26,Resolved
